"User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Product_Category_1","Product_Category_2","Product_Category_3","Purchase"
"1000078","0","4","1","2","0","1","460","500","226","582902"
"1000079","0","4","0","0","1","0","135","138","96","124538"
"1000080","1","6","1","2","3","1","137","208","211","339364"
"1000081","0","2","0","0","1","1","312","327","146","624777"
"1000082","1","2","17","2","2","1","319","651","350","645708"
"1000083","0","2","2","2","1","0","248","284","187","529959"
"1000084","1","1","4","2","1","0","68","173","171","277125"
"1000085","1","1","4","2","1","0","119","87","73","148849"
"1000086","0","0","10","2","3","0","139","145","82","294063"
"1000087","1","2","14","2","2","0","63","222","238","407327"
"1000088","0","4","1","2","1","1","213","164","88","329348"
"1000089","0","6","9","2","1","1","80","51","34","112276"
"1000090","1","6","13","2","1","0","746","899","398","1310621"
"1000091","1","3","7","2","3","1","136","165","30","211281"
"1000092","0","1","4","1","1","0","997","1540","1041","1573914"
"1000093","1","2","17","1","1","1","177","889","825","1275642"
"1000094","1","2","17","2","1","0","46","38","17","49288"
"1000095","1","4","0","2","4","1","272","354","256","580306"
"1000096","0","2","16","2","2","1","229","287","193","444238"
"1000097","0","3","3","2","3","0","636","659","222","867399"
"1000099","0","0","10","2","1","0","366","425","93","506439"
"1000100","1","3","17","2","4","0","102","240","300","461945"
"1000101","0","1","3","0","1","0","103","398","473","1138265"
"1000102","1","3","19","2","3","0","577","594","275","640517"
"1000103","1","4","7","1","2","1","117","560","536","1016837"
"1000105","1","4","12","2","1","1","87","317","289","636115"
"1000106","0","3","11","2","4","0","206","352","193","249390"
"1000107","1","4","18","2","4","0","519","425","138","578540"
"1000108","1","2","12","2","3","0","82","60","42","120872"
"1000109","1","4","15","2","1","1","200","253","293","468810"
"1000110","1","2","2","1","4","0","191","264","177","435598"
"1000111","1","3","15","2","3","0","337","354","167","521270"
"1000112","1","2","16","2","3","1","149","175","161","413240"
"1000113","1","1","12","2","2","0","214","253","129","360080"
"1000114","0","2","2","2","0","0","231","287","143","418019"
"1000116","1","2","17","2","2","1","280","370","251","590875"
"1000118","1","3","17","2","4","0","394","880","723","1301643"
"1000119","0","0","10","2","1","0","224","315","191","420927"
"1000120","1","2","11","2","0","0","207","214","74","344419"
"1000121","1","3","7","2","2","0","165","260","284","586434"
"1000122","0","1","4","2","1","0","32","191","130","271183"
"1000124","1","6","7","2","1","1","134","101","17","135998"
"1000125","1","4","14","1","3","1","123","258","227","504628"
"1000126","1","1","9","1","1","0","171","270","129","333612"
"1000127","0","4","3","2","1","1","504","865","615","1171261"
"1000128","1","6","6","0","1","1","84","104","43","139414"
"1000129","1","2","11","2","2","0","303","676","381","1254181"
"1000130","1","3","17","1","3","1","182","623","435","1274878"
"1000131","1","1","4","2","4","0","993","849","428","1271991"
"1000132","1","2","17","2","1","0","205","216","118","345438"
"1000133","0","2","0","2","1","1","652","604","253","801864"
"1000134","1","2","0","2","3","1","255","706","673","877630"
"1000135","1","1","4","2","1","1","213","247","129","360650"
"1000136","1","1","2","1","3","0","1331","1434","758","1562462"
"1000137","0","4","6","2","4","1","681","1021","700","1273519"
"1000138","1","1","20","2","1","1","190","287","201","593148"
"1000139","0","2","20","2","2","0","677","773","576","1500574"
"1000140","0","3","1","1","3","0","199","208","121","329084"
"1000142","1","2","7","0","2","0","179","176","124","301459"
"1000143","1","1","3","2","0","0","135","252","241","375743"
"1000145","1","1","4","2","4","0","180","124","92","195522"
"1000146","0","3","20","1","3","1","1423","1475","847","2257255"
"1000147","1","1","4","1","4","0","313","779","607","1094887"
"1000150","1","3","7","1","0","1","840","763","332","1226295"
"1000152","1","1","4","0","3","0","110","109","10","129138"
"1000153","1","0","10","2","0","0","116","45","36","125304"
"1000154","1","5","20","0","4","1","207","158","102","281466"
"1000155","1","3","12","2","4","1","273","328","127","360236"
"1000156","0","4","7","2","4","1","513","747","252","689084"
"1000157","1","3","16","0","1","0","934","1512","871","2228762"
"1000158","1","6","7","2","2","1","99","138","21","185073"
"1000159","0","4","0","0","1","1","126","169","51","224129"
"1000160","1","3","7","2","3","0","82","61","39","84580"
"1000161","1","4","16","2","4","1","1230","1062","388","1884662"
"1000162","0","1","4","2","4","0","208","336","248","686358"
"1000163","1","1","4","0","1","0","1363","1922","1024","1633731"
"1000165","1","1","16","0","1","0","324","457","177","602989"
"1000166","1","1","4","1","1","1","1271","1524","817","2073193"
"1000170","1","2","11","2","1","1","236","327","220","537867"
"1000171","0","5","17","1","1","1","89","48","75","208924"
"1000172","1","2","3","2","2","0","125","119","52","213016"
"1000174","1","2","16","2","2","0","104","453","359","763377"
"1000175","0","2","2","1","1","0","1099","1051","404","1459135"
"1000176","0","1","3","2","1","0","178","162","106","319685"
"1000177","1","5","1","1","3","1","157","252","215","390156"
"1000178","1","6","17","0","2","1","380","382","306","540659"
"1000179","1","2","0","0","1","0","347","529","419","486867"
"1000180","1","4","12","2","4","0","212","164","68","258592"
"1000181","1","1","17","2","1","0","650","1112","624","1788678"
"1000182","1","1","4","2","0","0","252","329","132","490892"
"1000183","0","4","1","1","1","1","415","499","213","660777"
"1000184","0","2","0","2","4","1","232","248","231","572948"
"1000185","1","4","0","2","0","0","62","256","197","435741"
"1000186","1","1","5","2","0","0","240","316","265","652367"
"1000187","0","4","1","1","1","0","1574","1321","483","2253141"
"1000188","1","6","16","2","2","0","250","268","133","402282"
"1000190","1","2","17","0","1","0","466","468","331","778581"
"1000191","1","1","4","2","1","1","100","39","13","117371"
"1000192","1","1","1","1","2","0","1217","1962","1246","2405988"
"1000193","0","4","15","2","1","1","868","847","368","1192531"
"1000194","0","0","10","2","3","0","173","192","109","261927"
"1000196","0","3","9","2","4","0","137","135","58","227705"
"1000197","1","1","14","0","3","0","109","101","28","143662"
"1000198","1","2","12","0","0","1","732","1321","993","2114755"
"1000199","1","1","4","1","1","0","1014","1667","885","1825465"
"1000200","0","1","4","2","0","0","83","47","29","129710"
"1000201","0","3","2","0","1","0","330","305","85","465427"
"1000203","0","1","4","1","1","1","430","425","143","389087"
"1000204","1","2","7","1","1","1","1067","1659","1275","2424484"
"1000205","1","3","12","0","1","0","415","639","329","923914"
"1000206","1","2","17","2","1","0","96","139","69","152712"
"1000208","1","3","17","2","1","1","684","896","515","1110185"
"1000209","1","3","1","1","4","0","85","45","48","86769"
"1000210","0","0","10","2","0","0","76","409","476","883230"
"1000211","1","4","17","2","1","1","157","156","39","224683"
"1000212","1","2","16","2","3","0","328","464","194","679386"
"1000214","1","1","20","2","1","0","444","534","302","751975"
"1000215","1","3","14","2","1","1","65","102","145","237988"
"1000217","1","1","4","0","1","0","91","80","74","144915"
"1000218","1","3","14","2","3","1","296","305","110","381736"
"1000219","0","2","4","0","0","0","143","90","45","175671"
"1000220","1","2","12","0","3","0","334","318","197","620991"
"1000221","0","2","0","1","2","1","161","195","127","130967"
"1000222","1","2","1","0","1","0","204","270","202","428449"
"1000223","1","2","17","1","4","0","590","807","602","1125900"
"1000227","1","3","20","1","0","0","125","58","38","165449"
"1000228","1","2","15","0","1","0","133","153","61","233041"
"1000229","1","1","10","2","1","0","673","669","406","910223"
"1000230","1","4","1","2","1","0","588","672","315","1071526"
"1000231","1","2","3","0","1","0","279","360","349","627709"
"1000232","1","2","20","0","1","1","295","305","100","413883"
"1000233","0","4","20","2","2","1","152","211","175","273514"
"1000234","1","3","7","2","2","0","162","101","41","198175"
"1000236","1","2","5","1","2","0","145","241","149","373171"
"1000237","1","2","6","2","1","1","476","593","189","660317"
"1000238","0","5","7","1","0","0","1006","834","307","1188533"
"1000239","1","1","19","0","1","0","212","337","152","373618"
"1000240","1","5","17","0","1","1","348","635","549","854532"
"1000242","0","1","4","0","3","0","735","984","703","1533999"
"1000243","1","2","16","2","1","0","61","56","32","107183"
"1000244","1","5","7","1","3","1","305","442","214","541992"
"1000246","0","1","4","2","1","0","69","60","69","135040"
"1000249","0","1","14","2","2","0","298","464","225","684804"
"1000250","1","3","16","2","1","0","80","52","51","112588"
"1000251","1","6","17","0","0","1","194","348","261","414208"
"1000252","1","2","12","2","3","0","79","215","156","368795"
"1000253","0","2","11","2","1","0","211","84","32","258950"
"1000254","1","3","17","2","4","0","98","86","28","114234"
"1000255","1","3","0","2","1","1","662","973","574","1455520"
"1000256","1","4","16","2","3","0","140","461","369","860460"
"1000257","1","1","18","0","1","0","181","316","262","445132"
"1000258","1","2","7","2","0","1","397","588","262","783920"
"1000259","1","2","1","1","4","0","447","521","318","853248"
"1000260","1","1","19","2","1","0","114","579","609","1134519"
"1000261","1","2","20","0","4","0","1204","1340","716","2043759"
"1000262","0","2","1","2","1","0","159","497","510","639825"
"1000263","0","2","7","2","1","0","176","319","293","507106"
"1000264","1","3","0","1","1","1","1313","1890","1313","2115392"
"1000265","0","3","7","0","4","1","348","373","206","414942"
"1000266","1","3","11","2","3","0","207","219","123","310213"
"1000267","1","4","12","2","1","1","479","454","165","590162"
"1000268","0","1","12","2","1","0","719","909","456","1248334"
"1000269","1","2","2","0","1","1","99","99","37","119678"
"1000270","1","5","14","1","2","1","409","423","272","922239"
"1000271","1","1","4","2","1","0","675","1043","863","1975959"
"1000273","1","1","4","1","2","1","504","882","566","1240386"
"1000274","1","1","4","0","4","0","506","584","207","866188"
"1000275","1","2","0","2","3","1","324","290","189","544855"
"1000276","1","4","16","2","4","0","109","74","89","171897"
"1000278","1","4","18","2","4","1","1007","757","230","859983"
"1000279","1","2","14","2","3","0","132","307","249","234045"
"1000280","1","5","7","2","0","1","121","224","83","189891"
"1000281","0","3","0","0","2","0","395","436","181","596211"
"1000282","1","2","17","2","4","1","104","153","62","165095"
"1000284","1","2","12","1","3","1","1288","1745","1206","2253516"
"1000285","0","3","0","0","1","0","518","421","177","771976"
"1000287","1","5","13","1","1","1","439","340","111","571098"
"1000289","0","2","0","2","1","0","136","312","224","457657"
"1000291","1","3","12","1","2","0","356","468","244","468257"
"1000292","1","3","7","2","0","1","125","228","172","258693"
"1000293","1","6","1","2","1","1","1206","905","404","1246978"
"1000295","1","1","0","2","4","0","527","761","456","1200333"
"1000296","1","5","5","2","4","1","435","401","208","503233"
"1000297","1","1","2","2","3","1","187","281","231","578712"
"1000298","0","1","4","2","2","0","90","88","59","137272"
"1000299","1","2","12","2","4","0","361","324","163","717925"
"1000300","1","2","7","1","4","1","704","1006","644","1789852"
"1000301","1","1","4","1","4","0","994","1245","796","1969774"
"1000303","1","2","7","2","1","1","698","817","300","1090742"
"1000304","1","2","0","1","1","0","122","116","97","182842"
"1000305","0","1","0","1","3","1","713","671","356","510332"
"1000306","1","1","0","2","3","0","543","753","332","1181761"
"1000307","1","5","16","1","0","1","792","769","307","1324203"
"1000309","1","2","4","1","1","0","307","518","314","734933"
"1000310","0","1","4","2","1","0","595","945","435","932125"
"1000311","1","1","4","2","3","1","30","55","74","165653"
"1000312","0","5","2","1","0","0","227","185","47","258132"
"1000313","0","1","4","0","4","0","86","47","63","128572"
"1000314","0","6","9","2","1","0","1238","1149","491","1483498"
"1000315","0","6","1","0","3","1","77","106","49","84882"
"1000316","1","6","13","2","1","0","170","464","294","555750"
"1000318","0","6","13","0","1","1","72","65","49","121960"
"1000320","1","3","6","2","4","0","40","68","51","91410"
"1000321","1","1","4","1","3","0","705","1014","737","1363801"
"1000322","1","6","17","0","3","1","97","147","96","180252"
"1000323","1","4","12","2","1","0","372","529","257","556238"
"1000324","1","3","17","1","0","1","285","391","273","432511"
"1000325","0","5","3","0","1","0","141","176","31","195135"
"1000326","1","5","11","1","1","1","1217","1384","743","1774938"
"1000327","1","3","18","2","4","0","943","807","317","1257927"
"1000328","1","3","12","2","2","0","69","257","259","360181"
"1000330","1","6","7","2","2","0","314","220","97","461751"
"1000332","1","5","1","2","3","1","252","286","145","411182"
"1000333","1","3","2","0","0","1","777","701","379","867140"
"1000334","0","6","2","0","3","1","262","409","233","328953"
"1000335","1","3","18","2","0","1","298","450","601","775920"
"1000336","1","1","0","2","4","0","270","535","461","745283"
"1000337","1","1","19","2","0","0","451","843","576","1098232"
"1000338","1","3","7","0","1","0","968","1507","814","2027171"
"1000339","1","5","7","2","1","1","507","424","175","626114"
"1000340","0","2","3","2","1","1","379","317","251","471450"
"1000342","1","1","12","2","4","0","247","470","426","758556"
"1000343","0","3","3","1","2","0","813","1102","794","1664154"
"1000344","1","3","14","2","1","1","193","436","327","531840"
"1000345","1","2","12","0","2","1","102","82","30","154703"
"1000346","0","2","0","1","2","0","973","1082","543","1537496"
"1000347","0","6","1","0","1","0","388","500","168","511248"
"1000348","1","5","7","1","2","1","388","536","373","458613"
"1000349","1","0","10","2","0","0","735","982","618","1446070"
"1000350","1","4","20","2","3","0","155","251","153","364420"
"1000351","1","1","4","0","4","0","209","400","267","735489"
"1000353","0","3","7","2","1","1","95","88","54","170841"
"1000354","1","3","1","0","1","0","233","212","42","281002"
"1000355","1","1","3","1","2","0","1107","1613","994","2378946"
"1000356","1","6","20","2","0","1","103","80","50","142704"
"1000357","1","1","0","0","4","0","229","254","158","331204"
"1000359","1","2","17","1","1","0","103","161","124","207019"
"1000360","1","3","17","2","1","0","108","164","279","421379"
"1000362","1","3","20","1","1","0","108","200","115","248504"
"1000363","1","1","10","1","1","1","166","166","84","308134"
"1000365","0","1","4","0","1","0","174","322","71","184104"
"1000366","1","5","15","1","1","1","732","1002","400","1410122"
"1000368","1","2","0","2","1","0","982","1335","743","2040034"
"1000369","1","3","1","1","2","0","207","260","130","323035"
"1000370","1","1","17","2","3","0","210","238","117","383580"
"1000371","1","1","4","1","4","0","266","297","138","437078"
"1000372","0","1","4","2","2","0","271","625","519","1059484"
"1000374","0","3","14","2","0","0","165","192","96","403295"
"1000375","1","2","2","1","1","0","212","151","38","299011"
"1000376","1","3","1","2","4","1","354","385","123","534975"
"1000377","1","2","17","1","2","0","380","628","485","920708"
"1000379","0","3","1","2","4","0","255","430","219","382811"
"1000380","1","2","2","2","1","0","409","449","257","729418"
"1000381","1","3","17","2","2","0","101","179","146","259681"
"1000382","0","3","20","1","0","1","220","240","101","296761"
"1000383","0","2","7","0","4","1","107","70","43","117923"
"1000384","1","2","11","1","3","1","106","118","59","169138"
"1000385","1","2","6","2","1","0","335","586","269","840720"
"1000386","1","2","0","0","1","1","789","656","439","1161267"
"1000387","0","3","7","2","0","0","252","438","244","365501"
"1000388","0","2","0","1","3","1","251","231","114","283740"
"1000389","1","2","6","2","0","0","307","324","149","400856"
"1000390","1","2","4","0","0","0","981","686","235","946897"
"1000391","1","4","11","2","2","1","262","325","255","431481"
"1000392","1","1","7","0","0","0","1327","1390","696","2219577"
"1000393","1","3","17","2","4","0","272","212","79","335223"
"1000394","1","1","0","2","1","0","44","201","107","231657"
"1000396","1","2","1","2","1","0","510","589","195","689518"
"1000397","1","3","17","1","2","0","85","144","103","234870"
"1000398","1","2","17","1","3","1","638","911","549","1257763"
"1000399","0","3","6","1","1","1","71","38","25","125042"
"1000400","0","1","3","2","2","1","141","153","60","223635"
"1000401","1","1","0","1","3","0","208","218","210","415368"
"1000402","1","2","11","1","1","1","814","921","515","1369174"
"1000403","1","1","4","0","2","0","787","1217","617","1694874"
"1000405","1","6","1","2","2","0","190","164","47","202171"
"1000406","1","2","20","0","3","0","429","583","324","721522"
"1000408","1","2","11","0","0","0","548","562","250","1010392"
"1000409","1","1","12","1","4","0","887","972","440","1596446"
"1000410","0","2","1","1","4","0","309","305","99","458754"
"1000413","1","2","11","2","0","0","330","332","146","508477"
"1000414","1","2","0","2","4","0","274","386","223","283915"
"1000415","0","3","0","0","2","1","892","1142","655","1397756"
"1000416","1","4","14","2","3","1","235","238","125","352175"
"1000417","0","2","0","2","0","1","79","94","84","171935"
"1000418","0","2","3","1","0","1","94","260","207","392719"
"1000419","1","1","3","2","1","0","341","447","274","642680"
"1000420","1","3","1","0","1","0","192","264","170","417124"
"1000421","0","4","3","0","1","1","82","72","59","133339"
"1000422","1","6","17","0","4","0","217","226","171","312281"
"1000423","1","1","4","0","1","0","202","206","99","243279"
"1000425","1","2","12","1","1","1","590","788","269","980360"
"1000426","1","1","4","0","1","1","522","768","570","1530944"
"1000429","1","1","0","2","1","0","1077","1373","747","2001630"
"1000430","0","1","10","2","1","1","194","329","114","260170"
"1000431","1","1","10","1","3","0","211","336","305","442275"
"1000433","1","5","6","2","3","1","150","255","84","188322"
"1000434","0","4","3","2","1","0","144","121","68","222709"
"1000435","1","2","7","0","4","0","278","596","387","939617"
"1000436","1","1","4","2","1","0","278","486","562","797161"
"1000437","1","3","17","2","2","1","179","315","188","355512"
"1000439","1","3","14","1","3","1","300","386","261","550292"
"1000442","1","2","1","0","2","0","1202","1562","808","2258560"
"1000443","1","2","3","0","0","1","105","163","170","249879"
"1000444","1","6","0","0","3","0","449","561","249","624479"
"1000445","1","4","12","0","1","1","911","1358","905","1584585"
"1000446","0","5","0","2","2","0","246","203","65","327057"
"1000447","0","4","11","0","1","0","119","107","46","167098"
"1000448","1","2","17","2","0","0","96","83","30","100961"
"1000449","1","2","7","2","3","0","174","189","193","299601"
"1000450","1","4","1","2","1","1","159","173","65","256616"
"1000451","1","6","13","2","4","1","809","646","199","1175712"
"1000452","1","5","17","0","3","1","427","560","338","860396"
"1000453","1","1","4","1","1","0","1029","1169","781","2249709"
"1000454","1","2","20","2","2","1","815","846","539","1163925"
"1000456","1","3","0","0","0","0","510","714","531","925531"
"1000457","1","1","4","1","2","0","904","888","473","1259025"
"1000458","1","5","16","2","1","1","112","152","92","232568"
"1000459","0","1","4","0","3","0","99","102","15","130631"
"1000460","1","4","18","2","2","0","130","90","0","134146"
"1000462","1","1","16","2","1","1","511","763","490","954229"
"1000463","1","2","7","0","4","1","313","349","200","400469"
"1000464","0","1","4","0","3","0","329","345","172","509284"
"1000465","1","1","19","2","2","0","119","83","37","130271"
"1000466","1","2","5","0","2","0","659","721","285","1121881"
"1000467","0","3","3","1","4","1","256","345","174","276787"
"1000468","0","0","10","1","1","0","108","198","123","162635"
"1000469","1","3","6","1","0","1","175","167","73","296089"
"1000470","0","0","10","2","2","0","184","172","179","217114"
"1000471","1","3","7","0","3","0","306","470","349","696651"
"1000473","0","1","4","0","1","0","210","260","167","274284"
"1000474","1","2","17","1","1","0","1010","1098","578","1533961"
"1000476","1","3","0","1","0","0","849","1374","1186","2418970"
"1000477","1","3","14","0","1","0","175","932","734","1455400"
"1000478","1","5","16","0","2","0","186","261","89","246159"
"1000479","1","2","12","2","0","0","211","274","209","528144"
"1000480","0","1","4","2","1","0","331","327","224","510684"
"1000481","1","4","7","2","2","0","496","772","347","970092"
"1000483","1","1","12","0","4","0","178","183","24","155651"
"1000484","0","0","10","0","2","0","110","73","63","165929"
"1000486","1","6","0","2","0","0","160","99","80","223784"
"1000487","0","3","17","1","0","1","181","161","108","212744"
"1000490","1","0","10","1","1","0","141","232","296","429694"
"1000492","1","2","12","0","0","0","99","96","0","111812"
"1000493","1","5","7","2","1","1","579","519","190","847881"
"1000496","1","1","4","0","3","0","333","481","294","885377"
"1000498","1","3","17","0","1","0","640","605","191","798943"
"1000499","0","2","1","0","1","0","717","858","325","1039288"
"1000500","0","1","2","0","0","0","305","348","173","351719"
"1000501","1","2","2","2","4","1","244","126","159","323774"
"1000502","1","3","6","1","1","0","101","99","65","133861"
"1000503","1","3","11","2","0","1","114","122","41","166198"
"1000504","1","2","2","2","2","0","350","381","240","542744"
"1000505","1","3","17","2","2","1","237","408","362","700756"
"1000506","1","2","16","2","1","0","350","375","63","456450"
"1000507","0","2","0","0","4","1","142","152","44","182769"
"1000508","1","2","12","1","0","0","298","696","568","867619"
"1000510","1","1","12","2","3","0","199","337","431","772191"
"1000511","0","4","4","2","1","1","118","96","16","129493"
"1000513","1","2","0","2","4","0","451","485","209","649629"
"1000514","1","2","2","0","1","1","322","318","201","611777"
"1000515","1","2","1","0","0","1","532","499","253","816456"
"1000516","0","6","14","2","2","0","841","1278","821","1211395"
"1000517","0","2","14","0","1","0","504","517","259","753403"
"1000518","0","3","12","2","4","0","929","1106","366","1371614"
"1000519","0","3","14","2","4","1","157","128","105","217590"
"1000520","0","3","20","0","2","0","1062","1422","559","1525678"
"1000522","1","2","12","2","1","0","106","300","231","354616"
"1000523","1","5","7","0","1","1","179","355","289","594269"
"1000525","1","3","6","2","2","0","130","172","113","245538"
"1000526","1","4","17","2","1","1","63","230","291","429409"
"1000529","1","3","12","2","1","0","367","470","204","741420"
"1000530","1","2","2","0","1","1","320","509","335","721232"
"1000532","1","2","7","2","2","0","70","84","98","188041"
"1000534","1","2","15","1","3","1","315","597","378","543185"
"1000535","1","3","6","1","3","1","61","81","83","100277"
"1000536","1","2","20","2","1","0","504","863","539","1407088"
"1000539","1","2","2","2","4","0","136","455","506","943076"
"1000540","1","1","1","1","1","0","147","149","67","225269"
"1000541","0","1","4","2","3","0","466","762","611","975026"
"1000544","1","3","12","1","2","0","227","327","322","471881"
"1000545","1","3","17","2","2","0","106","141","28","154036"
"1000546","0","2","0","1","0","0","781","729","332","898086"
"1000547","1","3","12","1","3","0","218","423","392","537942"
"1000548","0","3","16","2","1","1","492","500","201","587672"
"1000551","1","3","20","0","4","1","867","1017","489","1186481"
"1000552","1","5","18","2","3","1","380","424","169","676472"
"1000553","1","2","2","1","1","0","201","218","67","271979"
"1000554","1","2","12","2","0","1","137","106","30","126678"
"1000555","1","1","4","1","4","0","149","136","137","285501"
"1000556","0","2","9","1","4","0","556","1010","587","1042396"
"1000557","1","6","1","0","3","0","172","256","255","368912"
"1000560","1","4","15","2","1","1","172","434","676","1116681"
"1000563","1","2","4","0","3","0","986","1677","1264","1587214"
"1000564","1","4","1","2","1","0","175","83","42","214222"
"1000565","1","2","16","1","0","0","106","97","29","100889"
"1000566","1","2","17","0","3","0","1116","1929","1346","2114831"
"1000567","1","3","20","2","3","0","89","206","332","692946"
"1000568","0","5","17","2","1","1","82","159","105","213883"
"1000569","0","1","4","2","3","1","310","389","181","590043"
"1000570","1","2","4","0","4","0","798","1101","570","1217950"
"1000571","1","5","5","2","3","1","308","684","586","799254"
"1000573","0","3","2","1","0","0","132","223","122","216145"
"1000574","1","2","19","2","4","1","65","85","36","132332"
"1000575","1","2","12","1","0","1","315","726","540","1076873"
"1000576","0","4","15","2","1","1","181","204","257","383455"
"1000577","1","3","0","0","3","0","395","624","354","995681"
"1000579","1","2","5","2","2","0","178","177","165","370959"
"1000580","1","0","10","2","1","0","92","304","111","260686"
"1000581","1","5","14","2","1","1","164","270","155","282311"
"1000582","1","1","4","2","4","0","287","328","107","486957"
"1000583","0","2","0","0","4","0","562","680","523","994853"
"1000584","0","2","0","1","1","0","141","130","82","252795"
"1000585","1","1","1","0","1","0","373","545","555","885031"
"1000586","1","3","14","2","3","1","79","137","114","245578"
"1000587","1","2","20","1","3","0","1165","1016","400","1363990"
"1000588","0","2","11","1","1","0","1717","1639","705","2439560"
"1000589","1","1","2","0","1","0","84","78","72","157733"
"1000590","0","3","6","2","1","0","663","474","140","971034"
"1000591","1","2","0","2","1","0","826","987","396","1046568"
"1000592","1","1","0","0","1","1","29","109","57","234872"
"1000593","0","5","1","2","4","0","372","250","60","395559"
"1000594","0","6","13","1","3","0","507","830","319","705129"
"1000595","1","2","7","0","1","0","311","425","199","543857"
"1000596","0","2","1","2","2","1","141","127","122","163720"
"1000597","1","3","12","2","3","1","214","81","19","322597"
"1000598","1","3","7","2","1","1","118","98","71","160192"
"1000599","1","5","6","0","3","1","132","132","53","163975"
"1000600","1","3","17","2","0","1","120","107","41","138725"
"1000601","0","1","20","1","3","1","1242","1286","756","1648223"
"1000602","0","6","6","2","2","0","521","893","622","912293"
"1000603","0","2","6","2","1","1","135","328","231","376503"
"1000604","1","4","17","2","2","1","564","1232","992","1807135"
"1000605","0","1","4","2","0","0","405","482","261","700407"
"1000606","0","0","10","2","2","0","81","78","84","181525"
"1000608","1","1","4","2","3","1","544","646","323","718566"
